Kanske et al. (2010) - Supplement
LANG database, including valence mean and sd, arousal mean and sd,
concreteness mean and sd, frequency, number of letters and syllables.
Ratings from all, female, and male participants are provided separately.
all participants
word	valence_mean	valence_sd	arousal_mean	arousal_sd	concreteness_mean	concreteness_sd	frequency	number_of_letters	number_of_syllables
Ass	5.454546	2.062930	3.909091	2.566170	4.031250	3.146779	16	3	1
Ast	5.272727	1.256800	2.250000	1.951013	1.281250	0.581121	13	3	1
Ästhet	6.060606	1.456438	4.000000	2.449490	5.593750	2.447637	16	6	2
Asthma	3.937500	2.395392	4.272727	2.490893	5.250000	3.090047	14	6	2
Athlet	5.393939	1.694465	3.333333	2.071634	3.812500	2.644989	13	6	2
Aufriss	5.151515	1.202113	3.187500	2.292168	6.312500	2.235166	18	7	2
Aufsatz	5.121212	0.927280	2.121212	1.916337	4.625000	2.660948	13	7	2
Aufsicht	5.060606	1.170988	2.483871	2.014464	6.531250	2.409449	12	8	2
Aufstieg	5.939394	1.498737	3.181818	2.171614	6.031250	2.389282	10	8	2
Aufzug	5.000000	0.901388	2.468750	1.645804	2.218750	1.754890	13	6	2
Ausflug	5.757576	2.106987	3.909091	2.504541	6.187500	2.263846	12	7	2
Ausguck	5.090909	1.208399	3.156250	2.141892	4.250000	2.884888	17	7	2
Auskunft	5.000000	0.968246	2.451613	1.997310	7.000000	2.000000	10	8	2
Autor	5.575758	1.541718	3.322581	2.166212	4.312500	2.705282	9	5	2
Baby	6.545455	2.634992	5.787879	2.368512	1.937500	1.216486	11	4	2
Bach	5.454546	1.786948	3.625000	2.756225	1.906250	1.399525	11	4	1
Bad	5.878788	1.899960	3.757576	2.883469	1.625000	0.906962	11	3	1
Bagger	4.909091	0.522233	2.741936	2.081149	1.250000	0.508001	12	6	2
Bahn	4.969697	0.883348	2.387097	2.231254	1.437500	0.913607	9	4	1
Balken	5.125000	0.707107	2.343750	1.911078	1.937500	1.435439	13	6	2
Balkon	5.727273	2.388419	3.500000	2.214323	1.906250	1.613639	12	6	2
Ball	5.090909	1.331438	2.606061	2.149701	1.156250	0.447889	9	4	1
Balsam	6.125000	2.254029	4.727273	2.362106	4.406250	2.971471	14	6	2
Bambus	5.454546	1.348400	3.437500	2.256710	1.500000	0.983739	15	6	2
Bankrott	3.250000	2.816999	4.696970	2.789320	6.906250	2.569792	13	8	2
Bar	5.545455	2.047726	3.875000	2.459347	2.687500	2.131749	11	3	1
Basar	5.393939	1.344884	4.161290	2.557300	2.774194	1.764647	13	5	2
Bastard	3.121212	2.484421	5.969697	2.351660	6.125000	2.419677	15	7	2
Bastler	5.363636	1.245446	2.909091	2.170306	4.290323	2.710394	15	7	2
Bauch	5.515152	1.253027	3.666667	2.086664	2.000000	1.367833	11	5	1
Bauer	5.090909	0.842750	2.580645	1.839822	3.312500	2.507248	10	5	2
Baum	5.727273	2.004257	2.750000	2.243270	1.437500	0.913607	10	4	1
Becher	4.878788	0.696311	1.741936	1.879144	1.406250	0.837021	12	6	2
Becken	5.090909	1.307757	2.343750	1.927883	1.937500	1.366359	12	6	2
Beet	5.393939	1.273268	2.354839	2.106314	1.718750	1.084625	16	4	1
Befund	4.909091	1.465513	3.281250	2.113465	5.812500	2.507248	13	6	2
Beifall	6.406250	2.107734	5.151515	2.526376	5.687500	2.752565	10	7	2
Bein	5.151515	0.712444	2.750000	2.355502	1.375000	0.659912	11	4	1
Beispiel	5.121212	0.780928	2.322581	2.211894	6.937500	2.184070	9	8	2
Beleg	5.181818	0.682575	2.354839	2.429656	4.687500	2.856091	12	5	2
Berg	5.333333	1.493039	3.843750	2.343273	1.968750	1.713031	10	4	1
Bericht	5.187500	0.997982	2.193548	1.904720	4.656250	2.777901	8	7	2
Beruf	5.666667	1.534329	3.000000	2.423840	6.312500	2.632765	9	5	2
Bescheid	4.969697	0.983770	2.727273	1.736964	6.468750	2.184762	11	8	2
Besen	4.848485	0.755034	2.225807	1.961457	1.218750	0.552670	13	5	2
Bestand	4.818182	0.950478	2.468750	2.078839	7.218750	2.090445	11	7	2
Besteck	4.909091	0.678401	2.096774	1.757931	1.656250	1.003522	15	7	2
Bestie	3.375000	2.744496	6.818182	2.429693	5.500000	2.663977	14	6	2
Besuch	5.818182	1.844833	4.424242	2.250421	6.218750	2.253805	9	6	2
Betrag	4.787879	1.111237	3.032258	2.330721	5.343750	2.597882	10	6	2
Betreff	5.060606	0.899284	2.096774	2.134711	7.187500	2.116563	16	7	2
Betrug	3.393939	2.680245	5.515152	2.647183	7.312500	1.941690	11	6	2
Bett	5.575758	2.278024	3.909091	2.626353	1.375000	0.751343	10	4	1
Beweis	5.363636	1.084498	3.000000	1.750000	5.875000	2.636591	10	6	2
Biest	3.562500	2.227938	6.545455	2.346419	5.656250	2.350146	15	5	1
Bild	5.531250	1.480723	3.212121	1.996209	2.250000	1.796053	8	4	1
Bildnis	5.666667	1.554563	2.969697	2.200637	4.625000	2.756225	14	7	2
Bildung	6.218750	2.672855	4.424242	2.586386	7.875000	1.560604	9	7	2
Binde	4.606061	1.321443	3.290323	2.147767	2.187500	1.693203	15	5	2
Birke	5.454546	1.416221	2.625000	2.282472	1.437500	0.840027	15	5	2
Bistro	5.303030	1.402784	3.375000	2.136473	3.281250	2.491720	13	6	2
Bitte	5.666667	1.594261	4.937500	2.270960	7.062500	1.998992	10	5	2
Blase	4.757576	0.936426	3.939394	2.105638	1.875000	1.560604	14	5	2
Blatt	5.424242	1.146470	3.375000	2.744496	2.031250	2.023800	10	5	1
Blech	4.878788	0.415149	2.000000	1.949359	1.812500	1.306004	13	5	1
Blinker	5.121212	0.780928	2.483871	2.158255	2.125000	2.043874	16	7	2
Blume	6.281250	2.542977	4.242424	2.657893	1.437500	0.800705	12	5	2
Blüte	6.636364	2.595888	4.575758	2.424231	1.750000	1.047270	13	5	2
Blutung	3.606061	2.317588	5.787879	2.315135	3.218750	2.151284	16	7	2
Bogen	5.272727	0.719059	2.606061	1.999053	3.562500	2.368306	11	5	2
Bohne	5.303030	0.918043	2.656250	2.134349	1.437500	0.800705	16	5	2
Bombe	3.031250	2.845306	6.181818	2.403832	2.218750	1.995711	11	5	2
Bonbon	6.000000	1.870829	3.696970	2.172050	1.687500	1.203155	14	6	2
Boot	5.454546	1.325021	2.531250	1.934148	1.375000	0.751343	10	4	1
Bordell	3.625000	2.338320	6.187500	2.038936	2.718750	2.317317	14	7	2
Bosheit	3.437500	2.614322	5.515152	2.078479	8.031250	1.402403	14	7	2
Bote	5.406250	1.042929	2.781250	1.995711	3.937500	2.687336	13	4	2
Braut	6.181818	2.324523	5.718750	2.203141	1.812500	0.965117	11	5	1
Brett	4.939394	0.826869	2.031250	2.007797	1.562500	0.913607	12	5	1
Brezel	5.333333	1.865252	2.531250	2.169947	1.343750	0.653002	16	6	2
Brief	5.696970	1.740777	4.757576	2.716044	1.187500	0.470929	9	5	1
Brücke	5.363636	1.616675	2.838710	2.050964	1.250000	0.672022	10	6	2
Bruder	6.030303	2.023068	3.727273	2.427354	2.741936	2.235587	9	6	2
Brust	6.000000	1.520691	5.290323	2.208975	1.562500	0.948258	10	5	1
Büchse	4.969697	0.529437	2.500000	2.012890	1.875000	1.699146	13	6	2
Buckel	4.272727	1.700602	3.212121	2.509452	2.593750	1.682153	14	6	2
Büfett	5.878788	1.899960	3.625000	2.268295	3.156250	2.370645	14	6	2
Bühne	6.090909	1.683813	4.636364	2.382464	1.625000	0.941858	8	5	2
Bündel	4.909091	0.804815	2.774194	2.362339	3.375000	2.549510	13	6	2
Büro	5.000000	1.089725	2.161290	2.099155	2.937500	2.227938	9	4	2
Busen	5.424242	1.658883	5.666667	2.101587	1.750000	0.879883	12	5	2
Butter	4.875000	0.793116	2.612903	2.170675	1.750000	1.135924	12	6	2
Chance	5.878788	2.381669	5.515152	2.412483	7.281250	2.173660	8	6	2
Chaos	3.636364	1.981448	6.121212	2.459136	7.437500	1.740180	10	5	2
Charme	6.515152	2.346823	5.939394	2.030077	7.718750	1.590990	11	6	1
Dach	5.060606	1.170988	2.548387	2.062987	1.500000	1.047270	10	4	1
Dackel	5.060606	1.248484	2.900000	2.440322	1.406250	0.756024	14	6	2
Dame	5.696970	1.928161	3.727273	2.452967	3.812500	2.558194	10	4	2
Damm	5.212121	0.857233	2.656250	2.164365	1.812500	1.203155	11	4	1
Dämon	3.375000	2.624328	6.393939	2.499242	6.375000	2.392866	14	5	2
Dampf	5.060606	0.609272	2.151515	1.416890	3.161290	2.477859	13	5	1
Dank	6.181818	2.297479	4.848485	2.670688	7.687500	1.554131	10	4	1
Daumen	4.969697	0.636634	2.406250	2.013813	1.406250	1.214413	13	6	2
Decke	5.212121	1.536180	2.750000	2.109885	1.437500	0.618922	11	5	2
Deckel	4.878788	0.927280	2.062500	1.830521	2.093750	2.100067	13	6	2
Delle	4.787879	1.494941	2.906250	2.414464	2.375000	1.809473	15	5	2
Delphin	5.848485	1.583533	3.030303	2.083939	1.406250	0.712079	15	7	2
Denkmal	5.454546	1.348400	3.151515	2.223753	1.812500	1.424158	11	7	1
Depp	3.909091	2.082121	5.030303	2.270529	6.750000	2.286002	15	4	1
Dessert	5.625000	2.075199	4.727273	2.730301	1.968750	1.149597	14	7	2
Detail	5.090909	1.071320	3.096774	2.612213	7.031250	2.162501	11	6	2
Diele	5.151515	0.870388	2.322581	1.989759	2.750000	2.228843	15	5	2
Dildo	4.718750	2.067169	5.727273	2.637147	2.187500	1.803894	18	5	2
Dirne	4.242424	1.820548	4.484849	2.599534	5.218750	2.672855	14	5	2
Disco	5.878788	1.815860	5.000000	2.371708	3.281250	2.605631	12	5	2
Distrikt	4.787879	1.082750	2.531250	2.078839	6.437500	2.551881	15	8	2
Diva	5.696970	1.991935	5.696970	2.417189	5.718750	2.188450	13	4	2
Docht	5.030303	0.918043	3.187500	2.468348	2.031250	1.786768	17	5	1
Dorf	5.000000	1.479020	2.750000	1.967478	1.968750	1.379209	9	4	1
Dose	4.909091	0.522233	2.250000	2.000000	1.312500	0.644455	13	4	2
Dozent	5.121212	0.992395	2.750000	2.170179	3.062500	2.368306	13	6	2
Draht	4.545455	1.063335	2.718750	1.853234	1.718750	0.924030	13	5	1
Drangsal	3.562500	2.124170	4.212121	2.654684	7.781250	1.408142	17	8	2
Dreck	3.606061	2.178580	4.666667	2.520747	2.906250	2.234038	12	5	1
Drogen	2.848485	2.635351	5.969697	2.603902	3.250000	2.155264	10	6	2
Drohung	3.333333	2.419539	6.696970	2.242834	7.375000	1.660742	11	7	2
Drucker	4.939394	0.658568	2.258065	1.948807	2.625000	2.379347	13	7	2
Duft	6.250000	2.199707	5.696970	2.567645	6.062500	2.895352	12	4	1
Dummheit	3.787879	2.204506	5.848485	2.078479	8.062500	1.389767	12	8	2
Dürre	3.757576	2.077112	4.121212	2.328594	5.870968	2.459566	13	5	2
Dusche	5.625000	2.239672	3.625000	2.310565	1.468750	0.841825	13	6	2
Echo	5.303030	1.334280	3.878788	2.368512	6.062500	2.711237	11	4	2
Efeu	5.303030	1.590693	3.312500	2.442071	1.562500	1.389767	15	4	2
Effekt	5.030303	1.262063	2.906250	2.319057	7.343750	1.859750	11	6	2
Ehe	5.545455	2.223327	5.545455	2.550624	6.548387	2.350017	10	3	2
Ehre	6.363636	2.118640	4.393939	2.221196	8.387097	0.954897	10	4	2
Ehrung	6.333333	1.931105	4.787879	2.161562	7.656250	1.536846	12	6	2
Eiche	5.363636	1.365151	2.843750	2.515877	1.687500	1.574750	13	5	2
Eifer	5.937500	2.046831	4.515152	2.373305	7.875000	1.039541	12	5	2
Einfahrt	5.000000	0.901388	2.031250	1.786768	3.968750	2.729580	13	8	2
Eintritt	5.000000	0.901388	2.593750	2.013813	6.562500	2.354645	10	8	2
Eisen	4.727273	1.039012	2.437500	2.256710	2.032258	1.870541	12	5	2
Eiter	3.437500	2.601953	6.333333	2.393568	2.656250	2.535037	17	5	2
Ekel	3.363636	2.619854	6.593750	2.380829	7.906250	1.747983	13	4	2
Ekzem	3.218750	2.611814	6.242424	2.761683	3.250000	2.540003	18	5	2
Elan	5.575758	1.984791	4.718750	2.372346	7.968750	1.282245	13	4	2
Elend	3.062500	2.993946	6.454546	2.526001	6.812500	2.334005	11	5	2
Elfe	6.272727	1.972827	4.333333	2.354075	5.125000	2.814135	16	4	2
Engel	6.666667	2.300362	5.636364	2.678831	4.562500	2.961446	10	5	2
Ente	5.606061	1.248484	3.000000	2.286002	1.531250	1.544697	13	4	2
Erbse	4.909091	1.128152	2.281250	2.173660	1.312500	0.737804	17	5	2
Eule	5.484849	1.325736	3.312500	2.442071	1.437500	0.759350	14	4	2
Fabel	5.606061	1.519445	2.806452	1.956517	5.156250	2.541391	13	5	2
Fackel	5.515152	1.460334	4.000000	2.449490	1.562500	0.759350	14	6	2
Faden	5.060606	0.609272	2.387097	2.044137	1.781250	1.156591	13	5	2
Fähre	5.375000	1.385408	2.468750	1.950755	1.875000	1.979736	12	5	2
Fahrer	5.393939	0.933387	2.193548	2.056200	4.096774	2.399373	9	6	2
Fahrt	5.333333	1.290994	2.656250	1.927883	5.258065	2.851523	10	5	1
Faktor	5.151515	1.064225	2.258065	2.175128	6.781250	2.445989	11	6	2
Falle	3.718750	2.051504	4.484849	2.223753	3.625000	2.648798	11	5	2
Farbe	5.666667	1.594261	4.272727	2.348839	4.812500	3.073692	10	5	2
Farmer	4.969697	0.951474	2.375000	1.979736	3.343750	2.535037	13	6	2
Faser	5.121212	0.739830	2.774194	2.246622	2.437500	1.966453	15	5	2
Fass	5.000000	1.000000	2.656250	2.223183	1.562500	0.948258	14	4	1
Fäulnis	3.000000	2.277608	5.454546	2.399100	5.250000	2.723849	16	7	2
Fee	6.375000	2.268295	4.424242	2.525251	5.312500	3.217267	14	3	1
Feier	6.121212	2.341975	4.606061	2.304064	4.437500	2.711237	11	5	2
Feigling	3.909091	2.097076	5.545455	2.319630	6.343750	2.363832	15	8	2
Feind	3.281250	2.399387	6.606061	2.448716	6.064516	2.555197	10	5	1
Feld	5.303030	1.131505	2.225807	2.124613	2.375000	1.979736	10	4	1
Felsen	5.515152	1.563674	3.387097	2.375955	1.250000	0.567962	11	6	2
Fenster	5.303030	1.446652	2.468750	1.883449	1.406250	0.665237	9	7	2
Ferse	4.939394	0.704423	2.666667	2.217356	2.000000	1.646110	15	5	2
Fessel	3.696970	1.960307	5.636364	2.678831	2.064516	1.787652	15	6	2
Fest	6.437500	2.046831	3.878788	2.328594	4.437500	2.461805	10	4	1
Fete	6.062500	2.299193	4.636364	2.247473	4.812500	2.787501	14	4	2
Fetzen	3.818182	1.424222	4.575758	2.106987	3.656250	2.522280	13	6	2
Fick	4.272727	2.375299	6.272727	2.660742	4.935484	2.670025	17	4	1
Fieber	3.515152	2.292940	4.878788	2.394754	6.093750	2.360418	12	6	2
Figur	5.363636	1.194210	3.812500	2.278051	3.875000	2.392866	10	5	2
Film	5.687500	1.674043	4.757576	2.332251	2.281250	1.921598	8	4	1
Filter	5.060606	0.899284	2.161290	2.034646	2.125000	1.313700	13	6	2
Finger	5.000000	1.244342	3.636364	2.288807	1.281250	0.634206	10	6	2
Fisch	5.424242	1.392621	2.843750	2.033738	1.500000	0.803219	11	5	1
Fixer	3.406250	2.525475	5.741936	2.744300	4.937500	2.448667	16	5	2
Flagge	5.121212	0.892944	2.806452	2.088370	1.656250	1.658008	12	6	2
Flasche	4.787879	1.218544	2.562500	1.916608	1.343750	0.653002	11	7	2
Fleiss	6.454546	2.151902	4.242424	2.291701	8.156250	1.272776	13	5	1
Flinte	3.696970	1.530622	4.333333	2.890358	2.000000	1.813925	14	6	2
Flirt	6.375000	2.511265	6.093750	2.441039	6.593750	2.197644	14	5	1
Fluch	3.281250	2.412794	5.545455	2.265101	8.062500	1.216486	12	5	1
Fluss	5.818182	1.467450	3.656250	2.444340	1.750000	1.367833	12	5	1
Fokus	5.333333	1.163687	2.656250	2.025791	6.906250	2.644036	13	5	2
Folie	5.000000	0.559017	2.200000	1.972221	2.062500	1.721543	13	5	2
Folter	3.093750	2.944206	6.531250	2.368944	6.750000	2.125119	12	6	2
Fön	4.939394	0.863836	2.696970	2.242834	1.343750	0.937030	16	3	1
Format	4.968750	0.400353	1.875000	2.028029	5.125000	2.720887	12	6	2
Formel	5.060606	0.609272	2.483871	2.263787	5.967742	2.880785	11	6	2
Fotze	3.121212	2.880512	6.303030	2.417189	3.468750	2.675870	18	5	2
Fracht	4.878788	1.082750	2.354839	1.871691	3.406250	2.576061	13	6	1
Fratze	3.636364	2.302420	5.606061	2.560998	4.937500	2.663220	15	6	2
Freibad	5.969697	2.128451	3.575758	2.179884	2.343750	2.057392	13	7	1
Freiheit	7.121212	2.781160	6.212121	2.769900	8.562500	0.800705	9	8	2
Freude	6.625000	2.859619	7.151515	2.526376	8.062500	1.644885	9	6	2
Freund	6.909091	2.765453	7.090909	2.389608	4.656250	2.846723	9	6	1
Frieden	7.121212	3.007881	6.545455	2.526001	8.687500	0.737804	9	7	2
Frische	6.151515	2.451036	4.218750	2.379135	7.062500	1.812813	13	7	2
Frosch	4.848485	1.227834	3.125000	1.979736	1.343750	0.745281	13	6	1
Frucht	5.848485	1.905932	4.636364	2.736537	2.500000	2.286002	13	6	1
Frühling	6.909091	2.843453	5.812500	2.752565	6.129032	3.084822	11	8	2
Frust	3.545455	2.488610	5.575758	2.646109	8.375000	0.751343	12	5	1
Fülle	5.375000	1.497309	3.757576	2.046801	6.875000	2.121320	11	5	2
Funzel	4.878788	1.166125	3.531250	2.475485	3.875000	2.472429	18	6	2
Furcht	3.545455	2.634992	6.781250	2.253805	8.156250	1.370410	11	6	1
Furie	3.500000	2.527271	6.151515	2.209655	6.562500	2.256710	16	5	2
Furz	3.515152	2.279271	5.545455	2.550624	4.281250	2.931854	17	4	1
Futter	5.000000	1.145644	2.687500	1.874059	2.656250	1.993690	12	6	2
Gabel	5.272727	0.801277	2.250000	1.866513	1.156250	0.447889	14	5	2
Gaffer	3.969697	2.157615	5.484849	2.412483	5.375000	2.574691	16	6	2
Galgen	3.096774	2.936606	5.093750	2.866485	1.625000	0.870669	14	6	2
Galle	3.939394	2.149701	4.531250	2.850969	3.000000	2.514474	15	5	2
Gang	5.303030	1.015038	2.451613	2.013930	4.406250	2.686398	10	4	1
Garn	5.181818	0.527645	2.354839	2.058290	1.656250	1.124776	15	4	1
Gasse	5.000000	1.198958	2.677419	2.150769	2.967742	2.287413	13	5	2
Gatte	5.757576	1.601373	4.000000	2.695676	4.687500	2.775904	13	5	2
Gebäck	6.000000	1.639360	3.666667	2.419539	1.781250	0.941323	14	6	2
Gebälk	4.878788	1.317137	2.781250	2.090445	3.419355	2.446415	15	6	2
Gebiet	4.909091	0.842750	2.419355	1.979465	4.750000	2.805525	9	6	2
Gebiss	4.303030	1.185455	3.272727	1.956922	1.812500	1.468761	16	6	2
Gebrauch	5.030303	1.015038	2.437500	2.139302	7.093750	1.855408	11	8	2
Gebrüll	3.757576	1.968983	6.030303	2.083939	5.593750	2.600985	14	7	2
Geburt	6.848485	2.166812	5.875000	2.697071	3.531250	2.552474	11	6	2
Gebüsch	5.424242	1.146470	2.593750	1.864081	2.000000	1.646110	13	7	2
Gedärm	3.575758	2.586386	6.030303	2.603902	3.750000	2.552671	17	6	2
Gedicht	6.363636	2.043560	4.843750	2.579189	3.906250	2.569792	11	7	2
Geduld	5.939394	2.357692	4.187500	2.161802	7.625000	1.621429	11	6	2
Gefahr	3.909091	2.441358	7.030303	2.404226	7.281250	1.853234	8	6	2
Gefühl	6.531250	2.602534	7.090909	2.516988	8.343750	1.752590	9	6	2
Geheul	3.606061	2.164189	5.333333	2.393568	6.812500	1.958233	15	6	2
Geier	4.030303	1.878910	3.806452	2.301005	1.625000	1.157026	14	5	2
Geilheit	4.484849	2.223753	6.515152	2.001893	8.062500	1.045343	16	8	2
Geisel	2.848485	2.705564	6.363636	2.205365	4.750000	2.782433	13	6	2
Geiz	3.424242	2.525251	5.393939	2.384054	7.687500	1.767767	15	4	1
Gelenk	5.181818	0.808337	2.406250	1.948687	1.843750	1.194325	15	6	2
Gemächt	4.818182	1.666856	4.531250	2.527071	3.531250	2.590110	17	7	2
Gemahl	5.909091	1.665151	4.060606	2.207082	4.187500	2.620484	13	6	2
Genie	6.687500	2.717180	6.181818	2.651115	7.500000	1.917660	12	5	2
Genuss	6.406250	2.637929	6.545455	2.166375	7.375000	2.151519	12	6	2
Gepäck	5.242424	1.299767	2.774194	2.140244	2.562500	2.139302	12	6	2
Gesang	6.575758	2.332251	5.967742	2.373238	4.906250	2.763347	11	6	2
Geschenk	6.281250	2.385905	4.181818	2.579420	3.562500	2.687336	12	8	2
Geschrei	3.484849	2.438253	6.787879	2.246631	6.437500	2.408821	12	8	2
Geschwür	3.218750	2.779352	5.939394	2.524126	3.562500	2.758418	16	8	2
Gesicht	5.812500	2.007044	3.696970	2.098881	2.218750	1.995711	8	7	2
Gespött	3.562500	2.381887	5.696970	2.083939	7.375000	1.718026	15	7	2
Gestank	3.250000	2.676059	6.093750	2.319057	6.687500	2.388649	14	7	2
Getier	4.181818	2.022600	5.151515	2.587484	4.125000	2.915476	15	6	2
Getränk	5.343750	2.041653	3.838710	2.130677	2.562500	1.882646	13	7	2
Gewalt	3.093750	2.763347	6.750000	2.540003	7.375000	1.809473	8	6	2
Gewand	5.787879	1.082750	3.606061	2.397126	2.875000	2.166460	12	6	2
Gewinn	6.151515	2.152342	5.636364	2.713602	6.406250	2.499798	9	6	2
Gewühl	3.757576	1.837633	4.906250	2.493338	6.322581	2.413671	14	6	2
Gewürm	3.454546	2.623105	5.935484	2.542118	4.375000	2.882092	17	6	2
Gezänk	3.272727	2.183357	5.242424	2.525251	7.187500	1.839311	15	6	2
Ghetto	3.393939	2.621300	6.060606	2.120427	4.625000	2.365750	13	6	2
Giebel	4.757576	0.662868	2.290323	2.019795	2.531250	2.184762	14	6	2
Gier	3.062500	2.781709	5.545455	2.180753	8.187500	1.533234	13	4	1
Gift	3.393939	2.370910	6.375000	2.379347	4.500000	2.983827	12	4	1
Gipfel	5.575758	1.732598	3.969697	2.833779	1.968750	1.713031	10	6	2
Glanz	5.909091	1.909902	4.424242	2.345612	6.281250	2.642511	11	5	1
Glas	5.060606	1.498737	2.437500	1.916608	1.562500	1.105339	10	4	1
Glaube	6.454546	2.306118	4.406250	2.339829	8.437500	0.913607	12	6	2
Gleis	4.696970	0.951474	2.516129	2.204102	1.354839	0.754912	13	5	1
Glied	5.272727	1.586520	5.656250	2.560360	2.406250	2.107734	13	5	1
Glitzer	5.843750	1.370410	4.093750	2.360418	3.156250	2.096224	16	7	2
Glück	6.909091	2.972411	7.333333	2.533114	8.593750	1.011526	8	5	1
Gold	5.939394	2.105638	4.156250	2.640984	2.125000	1.736701	9	4	1
Golf	5.090909	1.100103	2.437500	2.154328	3.406250	2.588553	10	4	1
Gondel	5.454546	1.325021	3.437500	2.474874	1.968750	1.513048	14	6	2
Göre	4.121212	1.899960	5.060606	2.448716	4.906250	2.692395	16	4	2
Grab	3.406250	2.686398	6.030303	2.789320	2.312500	2.007044	11	4	1
Graphik	5.406250	1.603612	2.575758	2.291701	3.562500	2.285120	14	7	2
Gras	5.545455	1.501893	2.843750	2.201310	1.343750	0.601577	11	4	1
Grazie	6.424242	2.046801	4.606061	2.370910	6.968750	2.132458	14	6	2
Grind	4.242424	2.121767	3.968750	2.571361	3.218750	2.392655	17	5	1
Grinsen	6.156250	2.424464	5.636364	2.434366	4.875000	2.536826	13	7	2
Grübchen	6.281250	1.921598	4.060606	2.263010	2.750000	2.000000	17	8	2
Gruft	3.656250	2.417802	5.575758	2.462599	2.062500	1.318296	14	5	1
Gründer	5.424242	1.000947	2.812500	2.347786	5.343750	2.597882	11	7	2
Gruppe	5.363636	1.496207	3.030303	2.113718	4.312500	2.681327	8	6	2
Gunst	6.212121	1.709488	3.787879	2.381669	7.718750	1.507709	12	5	1
Güte	6.303030	2.242834	4.937500	2.577039	7.843750	1.547305	12	4	2
Hafen	5.625000	1.809473	3.343750	2.294585	1.718750	1.325540	11	5	2
Hai	4.030303	1.380327	5.696970	2.378088	1.656250	1.334635	14	3	1
Hälfte	5.000000	0.707107	2.580645	1.893395	5.375000	2.648798	8	6	2
Hammer	4.818182	1.130668	3.064516	2.448612	1.258065	0.575485	11	6	2
Handel	4.878788	0.892944	2.548387	2.062987	5.750000	2.602728	9	6	2
Handlung	5.218750	0.974990	3.031250	2.055431	6.718750	2.246637	11	8	2
Harem	4.212121	1.798569	4.424242	2.332251	4.718750	2.605631	15	5	2
Härte	4.484849	1.938447	4.121212	2.246631	7.406250	1.811422	11	5	2
Häscher	3.636364	1.850983	4.343750	2.622599	5.812500	2.644989	16	7	2
Hass	3.125000	2.732717	7.212121	2.407768	8.343750	1.310242	12	4	1
Hast	3.848485	2.137774	5.818182	2.270112	7.750000	1.481063	11	4	1
Hauch	5.969697	1.928161	4.090909	2.566170	6.656250	2.695389	12	5	1
Haut	5.939394	1.498737	3.909091	2.719876	2.250000	1.367833	10	4	1
Hecke	5.060606	1.197377	2.562500	1.721543	1.562500	0.800705	14	5	2
Heft	5.060606	0.348155	1.967742	2.024580	1.437500	0.840027	11	4	1
Hefter	5.060606	0.496198	2.281250	2.246637	1.687500	1.255633	17	6	2
Hehler	3.343750	2.390969	5.030303	2.651472	5.531250	2.627207	16	6	2
Heil	5.606061	1.579941	4.500000	2.462624	7.843750	1.272776	12	4	1
Heilung	6.272727	2.183357	4.656250	2.560360	6.968750	2.162501	13	7	2
Heimat	5.812500	2.161802	5.939394	2.633194	8.062500	1.721543	9	6	2
Hektik	3.515152	1.970425	6.212121	2.260497	7.343750	2.073012	12	6	2
Held	6.333333	2.259240	5.090909	2.590411	6.218750	2.511064	10	4	1
Helfer	6.612903	2.538732	4.424242	2.646109	4.718750	2.666814	10	6	2
Hemd	4.939394	0.826869	2.718750	2.217735	1.562500	0.913607	12	4	1
Hengst	5.454546	1.602555	3.781250	2.105820	2.218750	1.408142	13	6	1
Henkel	4.939394	0.555619	1.935484	1.982179	1.343750	0.653002	11	6	2
Henker	3.030303	2.543188	5.969697	2.811637	3.625000	2.697071	13	6	2
Herkunft	5.531250	1.626085	2.939394	2.045413	7.250000	2.243270	10	8	2
Herpes	3.218750	2.732533	5.696970	2.480988	3.468750	2.663788	17	6	2
Herz	6.545455	2.278855	5.750000	2.627399	2.312500	2.146828	9	4	1
Hetze	3.406250	2.339829	5.454546	2.562846	7.437500	1.644885	14	5	2
Hilfe	5.548387	2.321475	4.545455	2.319630	7.031250	2.055431	8	5	2
Himmel	6.727273	2.741723	5.363636	2.522625	4.687500	3.042044	9	6	2
Hintern	5.242424	2.136444	5.787879	2.147056	2.093750	1.488870	13	7	2
